Name,Code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Tilt angle,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number,Author
114,,,551797.878,6824337.836,249.006,,9.97459114,61.54909455,249.006,Global,"2,3",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:17:23.6 UTC+02:00,2026-07-04 16:17:23.6 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,28.538,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
115,,,551798.001,6824337.616,248.954,,9.97459340,61.54909256,248.954,Global,"4,6",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:17:34.0 UTC+02:00,2026-07-04 16:17:34.0 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,28.582,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
116,,,551797.795,6824337.376,248.935,,9.97458946,61.54909043,248.935,Global,"3,5",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:17:37.4 UTC+02:00,2026-07-04 16:17:37.4 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,28.860,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
117,,,551800.757,6824338.026,248.855,,9.97464535,61.54909587,248.855,Global,"7,9",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:17:53.2 UTC+02:00,2026-07-04 16:17:53.2 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,25.963,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
118,,,551801.797,6824337.958,248.772,,9.97466490,61.54909512,248.772,Global,"4,6",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:17:57.2 UTC+02:00,2026-07-04 16:17:57.2 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,25.070,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
119,,,551806.199,6824337.182,248.414,,9.97474750,61.54908757,248.414,Global,"0,6",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:18:09.8 UTC+02:00,2026-07-04 16:18:09.8 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,21.647,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
120,,,551806.728,6824336.961,248.340,,9.97475738,61.54908550,248.340,Global,"2,2",0.012,0.012,0.011,0.018,1.895,m,FIX,RTK,2026-07-04 16:18:15.6 UTC+02:00,2026-07-04 16:18:15.6 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,21.417,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
121,,,551807.757,6824337.894,248.451,,9.97477701,61.54909374,248.451,Global,"2,8",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:18:21.2 UTC+02:00,2026-07-04 16:18:21.2 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,20.068,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
122,,,551808.471,6824337.360,248.288,,9.97479030,61.54908886,248.288,Global,"1,2",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:18:28.6 UTC+02:00,2026-07-04 16:18:28.6 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.784,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
123,,,551809.621,6824337.078,248.189,,9.97481184,61.54908617,248.189,Global,"5,0",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:18:33.8 UTC+02:00,2026-07-04 16:18:33.8 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,18.989,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
124,,,551810.222,6824337.874,248.287,,9.97482336,61.54909323,248.287,Global,"4,7",0.013,0.013,0.013,0.019,1.895,m,FIX,RTK,2026-07-04 16:18:37.2 UTC+02:00,2026-07-04 16:18:37.2 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,18.257,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
125,,,551810.123,6824338.100,248.322,,9.97482158,61.54909527,248.322,Global,"6,5",0.012,0.012,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:18:39.8 UTC+02:00,2026-07-04 16:18:39.8 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,18.241,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
126,,,551810.555,6824337.126,248.160,,9.97482942,61.54908648,248.160,Global,"1,4",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:18:46.4 UTC+02:00,2026-07-04 16:18:46.4 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,18.431,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
127,,,551809.954,6824336.296,248.036,,9.97481788,61.54907911,248.036,Global,"0,7",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:18:51.4 UTC+02:00,2026-07-04 16:18:51.4 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.387,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
128,,,551809.861,6824336.300,248.061,,9.97481613,61.54907916,248.061,Global,"1,1",0.012,0.012,0.011,0.016,1.895,m,FIX,RTK,2026-07-04 16:18:53.8 UTC+02:00,2026-07-04 16:18:53.8 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.444,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
129,,,551809.674,6824336.176,248.050,,9.97481258,61.54907806,248.050,Global,"3,1",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:18:56.4 UTC+02:00,2026-07-04 16:18:56.4 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.606,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
130,,,551810.471,6824336.061,248.003,,9.97482755,61.54907692,248.003,Global,"1,9",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:00.2 UTC+02:00,2026-07-04 16:19:00.2 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.161,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
131,,,551811.515,6824337.405,248.171,,9.97484756,61.54908885,248.171,Global,"2,7",0.012,0.012,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:19:05.2 UTC+02:00,2026-07-04 16:19:05.2 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,17.610,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
132,,,551811.677,6824337.280,248.141,,9.97485058,61.54908770,248.141,Global,"4,0",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:08.2 UTC+02:00,2026-07-04 16:19:08.2 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,17.623,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
133,,,551812.204,6824337.032,248.074,,9.97486042,61.54908541,248.074,Global,"1,6",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:12.2 UTC+02:00,2026-07-04 16:19:12.2 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,17.383,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
134,,,551811.442,6824336.296,247.998,,9.97484588,61.54907891,247.998,Global,"3,8",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:15.8 UTC+02:00,2026-07-04 16:19:15.8 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,18.342,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
135,,,551812.372,6824337.297,248.111,,9.97486366,61.54908777,248.111,Global,"3,0",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:18.6 UTC+02:00,2026-07-04 16:19:18.6 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,17.124,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
136,,,551812.633,6824337.431,248.118,,9.97486860,61.54908894,248.118,Global,"4,1",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:22.6 UTC+02:00,2026-07-04 16:19:22.6 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.883,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
137,,,551813.319,6824336.453,247.942,,9.97488124,61.54908006,247.942,Global,"1,4",0.012,0.012,0.013,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:28.2 UTC+02:00,2026-07-04 16:19:28.2 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,17.088,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
138,,,551813.764,6824337.150,248.055,,9.97488981,61.54908626,248.055,Global,"4,2",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:38.8 UTC+02:00,2026-07-04 16:19:38.8 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.389,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
139,,,551814.176,6824336.768,247.978,,9.97489745,61.54908277,247.978,Global,"3,7",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:42.4 UTC+02:00,2026-07-04 16:19:42.4 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.438,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
140,,,551814.783,6824336.219,247.875,,9.97490871,61.54907776,247.875,Global,"2,2",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:19:46.0 UTC+02:00,2026-07-04 16:19:46.0 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.436,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
141,,,551817.071,6824336.412,247.799,,9.97495181,61.54907919,247.799,Global,"1,4",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:20:00.8 UTC+02:00,2026-07-04 16:20:00.8 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.112,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
142,,,551817.545,6824337.180,247.925,,9.97496093,61.54908602,247.925,Global,"2,1",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:20:06.2 UTC+02:00,2026-07-04 16:20:06.2 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,14.324,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
143,,,551817.660,6824337.773,248.009,,9.97496327,61.54909133,248.009,Global,"3,4",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:20:09.0 UTC+02:00,2026-07-04 16:20:09.0 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,13.779,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
144,,,551817.548,6824337.949,248.032,,9.97496121,61.54909292,248.032,Global,"3,7",0.012,0.012,0.013,0.017,1.895,m,FIX,RTK,2026-07-04 16:20:11.0 UTC+02:00,2026-07-04 16:20:11.0 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,13.678,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
145,,,551817.607,6824336.201,247.754,,9.97496183,61.54907722,247.754,Global,"4,3",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:20:16.0 UTC+02:00,2026-07-04 16:20:16.0 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.058,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
146,,,551818.518,6824336.364,247.738,,9.97497901,61.54907856,247.738,Global,"0,2",0.012,0.012,0.014,0.017,1.895,m,FIX,RTK,2026-07-04 16:20:18.8 UTC+02:00,2026-07-04 16:20:18.8 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,14.632,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
147,,,551822.931,6824334.028,247.327,,9.97506137,61.54905701,247.327,Global,"5,2",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:20:59.4 UTC+02:00,2026-07-04 16:20:59.4 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.240,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
148,,,551822.899,6824333.631,247.245,,9.97506065,61.54905345,247.245,Global,"1,6",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:21:02.8 UTC+02:00,2026-07-04 16:21:02.8 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.500,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
149,,,551820.182,6824335.339,247.567,,9.97501003,61.54906915,247.567,Global,"6,8",0.012,0.012,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:21:13.0 UTC+02:00,2026-07-04 16:21:13.0 UTC+02:00,1,1.8,2.1,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.346,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
150,,,551818.915,6824334.515,247.470,,9.97498597,61.54906192,247.470,Global,"7,8",0.012,0.012,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:21:18.2 UTC+02:00,2026-07-04 16:21:18.2 UTC+02:00,1,1.8,2.1,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.314,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
151,,,551819.158,6824334.854,247.504,,9.97499062,61.54906493,247.504,Global,"6,4",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:21:20.6 UTC+02:00,2026-07-04 16:21:20.6 UTC+02:00,1,1.8,2.1,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.064,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
152,,,551818.810,6824335.043,247.545,,9.97498414,61.54906667,247.545,Global,"6,9",0.015,0.015,0.014,0.021,1.895,m,FIX,RTK,2026-07-04 16:21:23.6 UTC+02:00,2026-07-04 16:21:23.6 UTC+02:00,1,1.7,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.950,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
153,,,551818.619,6824335.393,247.595,,9.97498064,61.54906984,247.595,Global,"7,3",0.012,0.012,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:21:27.8 UTC+02:00,2026-07-04 16:21:27.8 UTC+02:00,1,1.8,2.1,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.677,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
154,,,551818.521,6824335.066,247.553,,9.97497871,61.54906691,247.553,Global,"6,1",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:21:31.2 UTC+02:00,2026-07-04 16:21:31.2 UTC+02:00,1,1.7,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.958,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
155,,,551819.060,6824335.955,247.680,,9.97498909,61.54907483,247.680,Global,"10,4",0.014,0.014,0.016,0.020,1.895,m,FIX,RTK,2026-07-04 16:21:35.4 UTC+02:00,2026-07-04 16:21:35.4 UTC+02:00,1,1.8,2.1,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.185,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
156,,,551818.661,6824335.815,247.673,,9.97498155,61.54907362,247.673,Global,"7,3",0.013,0.013,0.014,0.018,1.895,m,FIX,RTK,2026-07-04 16:21:37.8 UTC+02:00,2026-07-04 16:21:37.8 UTC+02:00,1,1.7,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.321,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
157,,,551818.077,6824334.844,247.518,,9.97497030,61.54906498,247.518,Global,"8,1",0.014,0.014,0.017,0.019,1.895,m,FIX,RTK,2026-07-04 16:21:42.2 UTC+02:00,2026-07-04 16:21:42.2 UTC+02:00,1,1.7,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.409,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
158,,,551817.257,6824335.422,247.650,,9.97495502,61.54907028,247.650,Global,"6,8",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:21:48.0 UTC+02:00,2026-07-04 16:21:48.0 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,16.164,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
159,,,551817.236,6824335.787,247.738,,9.97495473,61.54907356,247.738,Global,"7,2",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:21:52.0 UTC+02:00,2026-07-04 16:21:52.0 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.850,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
160,,,551811.173,6824333.700,247.594,,9.97484009,61.54905564,247.594,Global,"3,4",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:22:17.4 UTC+02:00,2026-07-04 16:22:17.4 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,20.649,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
161,,,551810.657,6824333.650,247.602,,9.97483037,61.54905526,247.602,Global,"5,1",0.012,0.012,0.013,0.017,1.895,m,FIX,RTK,2026-07-04 16:22:19.8 UTC+02:00,2026-07-04 16:22:19.8 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,20.919,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
162,,,551810.833,6824335.956,247.954,,9.97483433,61.54907593,247.954,Global,"8,8",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:22:25.0 UTC+02:00,2026-07-04 16:22:25.0 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.252,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
163,,,551809.719,6824335.836,247.962,,9.97481334,61.54907501,247.962,Global,"7,2",0.013,0.013,0.016,0.018,1.895,m,FIX,RTK,2026-07-04 16:22:31.4 UTC+02:00,2026-07-04 16:22:31.4 UTC+02:00,1,1.8,2.1,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,20.008,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
164,,,551798.595,6824334.770,248.535,,9.97460377,61.54906693,248.535,Global,"9,7",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:23:12.8 UTC+02:00,2026-07-04 16:23:12.8 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,29.280,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
165,,,551796.955,6824334.802,248.663,,9.97457292,61.54906744,248.663,Global,"7,0",0.013,0.013,0.014,0.018,1.895,m,FIX,RTK,2026-07-04 16:23:20.4 UTC+02:00,2026-07-04 16:23:20.4 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,30.640,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
166,,,551796.867,6824335.198,248.726,,9.97457138,61.54907101,248.726,Global,"8,2",0.014,0.014,0.014,0.020,1.895,m,FIX,RTK,2026-07-04 16:23:22.8 UTC+02:00,2026-07-04 16:23:22.8 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,30.639,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
167,,,551796.827,6824335.001,248.670,,9.97457058,61.54906924,248.670,Global,"4,9",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:23:25.0 UTC+02:00,2026-07-04 16:23:25.0 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,30.661,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
168,,,551796.218,6824334.954,248.712,,9.97455911,61.54906890,248.712,Global,"6,9",0.012,0.012,0.014,0.018,1.895,m,FIX,RTK,2026-07-04 16:23:29.0 UTC+02:00,2026-07-04 16:23:29.0 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.263,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
169,,,551796.010,6824335.317,248.781,,9.97455529,61.54907219,248.781,Global,"14,5",0.016,0.016,0.019,0.022,1.895,m,FIX,RTK,2026-07-04 16:23:31.0 UTC+02:00,2026-07-04 16:23:31.0 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.332,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
170,,,551795.308,6824335.255,248.844,,9.97454206,61.54907173,248.844,Global,"9,4",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:23:34.2 UTC+02:00,2026-07-04 16:23:34.2 UTC+02:00,1,1.7,2.0,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.880,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
